AK1,-5047.11,7948.594,VDD075NNE_00000
AK14,-5047.11,7552.99,VDD075NNE_00001
AK23,-5047.11,7355.188,VDD075NNE_00002
AN1,-4849.308,7948.594,VDD075NNE_00003
AN14,-4849.308,7552.99,VDD075NNE_00005
AN23,-4849.308,7355.188,VDD075NNE_00006
AN7,-4849.308,7750.792,VDD075NNE_00004
AU105,-4704.736,5650.894,VDD075NNE_00019
AU114,-4704.736,5467.078,VDD075NNE_00020
AU122,-4704.736,5283.262,VDD075NNE_00021
AU131,-4704.736,5099.446,VDD075NNE_00022
AU140,-4704.736,4915.63,VDD075NNE_00023
AU149,-4704.736,4731.814,VDD075NNE_00024
AU158,-4704.736,4547.998,VDD075NNE_00025
AU16,-4704.736,7489.054,VDD075NNE_00009
AU167,-4704.736,4364.182,VDD075NNE_00026
AU176,-4704.736,4180.366,VDD075NNE_00027
AU184,-4704.736,3996.55,VDD075NNE_00028
AU192,-4704.736,3812.734,VDD075NNE_00029
AU2,-4704.736,7856.686,VDD075NNE_00007
AU200,-4704.736,3628.918,VDD075NNE_00030
AU209,-4704.736,3445.102,VDD075NNE_00031
AU218,-4704.736,3261.286,VDD075NNE_00032
AU227,-4704.736,3077.47,VDD075NNE_00033
AU236,-4704.736,2893.654,VDD075NNE_00034
AU244,-4704.736,2709.838,VDD075NNE_00035
AU25,-4704.736,7305.238,VDD075NNE_00010
AU253,-4704.736,2526.022,VDD075NNE_00036
AU262,-4704.736,2342.206,VDD075NNE_00037
AU271,-4704.736,2158.39,VDD075NNE_00038
AU280,-4704.736,1974.574,VDD075NNE_00039
AU289,-4704.736,1790.758,VDD075NNE_00040
AU297,-4704.736,1606.942,VDD075NNE_00041
AU306,-4704.736,1423.126,VDD075NNE_00042
AU314,-4704.736,1239.31,VDD075NNE_00043
AU324,-4704.736,1055.494,VDD075NNE_00044
AU332,-4704.736,871.678,VDD075NNE_00045
AU34,-4704.736,7121.422,VDD075NNE_00011
AU342,-4704.736,687.862,VDD075NNE_00046
AU350,-4704.736,504.046,VDD075NNE_00047
AU360,-4704.736,320.23,VDD075NNE_00048
AU367,-4704.736,136.414,VDD075NNE_00049
AU374,-4704.736,-47.402,VDD075NNE_00050
AU381,-4704.736,-231.218,VDD075NNE_00051
AU389,-4704.736,-415.034,VDD075NNE_00052
AU396,-4704.736,-598.85,VDD075NNE_00053
AU404,-4704.736,-782.666,VDD075NNE_00054
AU411,-4704.736,-966.482,VDD075NNE_00055
AU418,-4704.736,-1150.298,VDD075NNE_00056
AU425,-4704.736,-1334.114,VDD075NNE_00057
AU43,-4704.736,6937.606,VDD075NNE_00012
AU433,-4704.736,-1517.93,VDD075NNE_00058
AU440,-4704.736,-1701.746,VDD075NNE_00059
AU448,-4704.736,-1885.562,VDD075NNE_00060
AU455,-4704.736,-2069.378,VDD075NNE_00061
AU52,-4704.736,6753.79,VDD075NNE_00013
AU60,-4704.736,6569.974,VDD075NNE_00014
AU69,-4704.736,6386.158,VDD075NNE_00015
AU78,-4704.736,6202.342,VDD075NNE_00016
AU87,-4704.736,6018.526,VDD075NNE_00017
AU9,-4704.736,7672.87,VDD075NNE_00008
AU96,-4704.736,5834.71,VDD075NNE_00018
BC105,-4520.92,5650.894,VDD075NNE_00074
BC114,-4520.92,5467.078,VDD075NNE_00075
BC122,-4520.92,5283.262,VDD075NNE_00076
BC131,-4520.92,5099.446,VDD075NNE_00077
BC140,-4520.92,4915.63,VDD075NNE_00078
BC149,-4520.92,4731.814,VDD075NNE_00079
BC158,-4520.92,4547.998,VDD075NNE_00080
BC16,-4520.92,7489.054,VDD075NNE_00064
BC167,-4520.92,4364.182,VDD075NNE_00081
BC176,-4520.92,4180.366,VDD075NNE_00082
BC184,-4520.92,3996.55,VDD075NNE_00083
BC192,-4520.92,3812.734,VDD075NNE_00084
BC2,-4520.92,7856.686,VDD075NNE_00062
BC200,-4520.92,3628.918,VDD075NNE_00085
BC209,-4520.92,3445.102,VDD075NNE_00086
BC218,-4520.92,3261.286,VDD075NNE_00087
BC227,-4520.92,3077.47,VDD075NNE_00088
BC236,-4520.92,2893.654,VDD075NNE_00089
BC244,-4520.92,2709.838,VDD075NNE_00090
BC25,-4520.92,7305.238,VDD075NNE_00065
BC253,-4520.92,2526.022,VDD075NNE_00091
BC262,-4520.92,2342.206,VDD075NNE_00092
BC271,-4520.92,2158.39,VDD075NNE_00093
BC280,-4520.92,1974.574,VDD075NNE_00094
BC289,-4520.92,1790.758,VDD075NNE_00095
BC297,-4520.92,1606.942,VDD075NNE_00096
BC306,-4520.92,1423.126,VDD075NNE_00097
BC314,-4520.92,1239.31,VDD075NNE_00098
BC324,-4520.92,1055.494,VDD075NNE_00099
BC332,-4520.92,871.678,VDD075NNE_00100
BC34,-4520.92,7121.422,VDD075NNE_00066
BC342,-4520.92,687.862,VDD075NNE_00101
BC350,-4520.92,504.046,VDD075NNE_00102
BC360,-4520.92,320.23,VDD075NNE_00103
BC367,-4520.92,136.414,VDD075NNE_00104
BC374,-4520.92,-47.402,VDD075NNE_00105
BC381,-4520.92,-231.218,VDD075NNE_00106
BC389,-4520.92,-415.034,VDD075NNE_00107
BC396,-4520.92,-598.85,VDD075NNE_00108
BC404,-4520.92,-782.666,VDD075NNE_00109
BC411,-4520.92,-966.482,VDD075NNE_00110
BC418,-4520.92,-1150.298,VDD075NNE_00111
BC425,-4520.92,-1334.114,VDD075NNE_00112
BC43,-4520.92,6937.606,VDD075NNE_00067
BC433,-4520.92,-1517.93,VDD075NNE_00113
BC440,-4520.92,-1701.746,VDD075NNE_00114
BC448,-4520.92,-1885.562,VDD075NNE_00115
BC455,-4520.92,-2069.378,VDD075NNE_00116
BC52,-4520.92,6753.79,VDD075NNE_00068
BC60,-4520.92,6569.974,VDD075NNE_00069
BC69,-4520.92,6386.158,VDD075NNE_00070
BC78,-4520.92,6202.342,VDD075NNE_00071
BC87,-4520.92,6018.526,VDD075NNE_00072
BC9,-4520.92,7672.87,VDD075NNE_00063
BC96,-4520.92,5834.71,VDD075NNE_00073
BH105,-4337.104,5650.894,VDD075NNE_00129
BH114,-4337.104,5467.078,VDD075NNE_00130
BH122,-4337.104,5283.262,VDD075NNE_00131
BH131,-4337.104,5099.446,VDD075NNE_00132
BH140,-4337.104,4915.63,VDD075NNE_00133
BH149,-4337.104,4731.814,VDD075NNE_00134
BH158,-4337.104,4547.998,VDD075NNE_00135
BH16,-4337.104,7489.054,VDD075NNE_00119
BH167,-4337.104,4364.182,VDD075NNE_00136
BH176,-4337.104,4180.366,VDD075NNE_00137
BH184,-4337.104,3996.55,VDD075NNE_00138
BH192,-4337.104,3812.734,VDD075NNE_00139
BH2,-4337.104,7856.686,VDD075NNE_00117
BH200,-4337.104,3628.918,VDD075NNE_00140
BH209,-4337.104,3445.102,VDD075NNE_00141
BH218,-4337.104,3261.286,VDD075NNE_00142
BH227,-4337.104,3077.47,VDD075NNE_00143
BH236,-4337.104,2893.654,VDD075NNE_00144
BH244,-4337.104,2709.838,VDD075NNE_00145
BH25,-4337.104,7305.238,VDD075NNE_00120
BH253,-4337.104,2526.022,VDD075NNE_00146
BH262,-4337.104,2342.206,VDD075NNE_00147
BH271,-4337.104,2158.39,VDD075NNE_00148
BH280,-4337.104,1974.574,VDD075NNE_00149
BH289,-4337.104,1790.758,VDD075NNE_00150
BH297,-4337.104,1606.942,VDD075NNE_00151
BH306,-4337.104,1423.126,VDD075NNE_00152
BH314,-4337.104,1239.31,VDD075NNE_00153
BH324,-4337.104,1055.494,VDD075NNE_00154
BH332,-4337.104,871.678,VDD075NNE_00155
BH34,-4337.104,7121.422,VDD075NNE_00121
BH342,-4337.104,687.862,VDD075NNE_00156
BH350,-4337.104,504.046,VDD075NNE_00157
BH360,-4337.104,320.23,VDD075NNE_00158
BH367,-4337.104,136.414,VDD075NNE_00159
BH374,-4337.104,-47.402,VDD075NNE_00160
BH381,-4337.104,-231.218,VDD075NNE_00161
BH389,-4337.104,-415.034,VDD075NNE_00162
BH396,-4337.104,-598.85,VDD075NNE_00163
BH404,-4337.104,-782.666,VDD075NNE_00164
BH411,-4337.104,-966.482,VDD075NNE_00165
BH418,-4337.104,-1150.298,VDD075NNE_00166
BH425,-4337.104,-1334.114,VDD075NNE_00167
BH43,-4337.104,6937.606,VDD075NNE_00122
BH433,-4337.104,-1517.93,VDD075NNE_00168
BH440,-4337.104,-1701.746,VDD075NNE_00169
BH448,-4337.104,-1885.562,VDD075NNE_00170
BH455,-4337.104,-2069.378,VDD075NNE_00171
BH52,-4337.104,6753.79,VDD075NNE_00123
BH60,-4337.104,6569.974,VDD075NNE_00124
BH69,-4337.104,6386.158,VDD075NNE_00125
BH78,-4337.104,6202.342,VDD075NNE_00126
BH87,-4337.104,6018.526,VDD075NNE_00127
BH9,-4337.104,7672.87,VDD075NNE_00118
BH96,-4337.104,5834.71,VDD075NNE_00128
BP105,-4153.288,5650.894,VDD075NNE_00184
BP114,-4153.288,5467.078,VDD075NNE_00185
BP122,-4153.288,5283.262,VDD075NNE_00186
BP131,-4153.288,5099.446,VDD075NNE_00187
BP140,-4153.288,4915.63,VDD075NNE_00188
BP149,-4153.288,4731.814,VDD075NNE_00189
BP158,-4153.288,4547.998,VDD075NNE_00190
